commit	strategy	model_name	n_free_params	n_subjects	n_opt_steps	lr	noise_sigma	spectral_loss	free_energy	theta_map	wall_time	status
f5d1783	all4_spectral_shape_cosine_120steps	liley	4	2	120	0.06	0.0003	467.93438720703125	-474.37213885676766	[4.468881130218506, -9.506951755611226e-06, 0.6240602135658264, 2.1722189558204263e-05]	30.74423819402	ok
f5d1783	all4_spectral_shape_cosine_120steps	cmc	4	2	120	0.06	0.0003	17.538597106933594	-23.976348756669996	[-0.9216029644012451, -0.921588122844696, -1.9117904230370186e-05, -0.7457332611083984]	26.863290362991393	ok
f5d1783	all4_spectral_shape_cosine_120steps	cmc	4	2	120	0.06	0.0003	17.538238525390625	-23.975990175127027	[-0.9216763973236084, -0.9216620326042175, -1.911404251586646e-05, -0.7455571293830872]	27.043542217987124	ok
f5d1783	all4_spectral_shape_cosine_120steps	rrw	4	2	120	0.06	0.0003	2248.02587890625	-2254.4636305559866	[0.0, 0.000582846172619611, -0.0014574399683624506, 3.2371394634246826]	22.663691537978593	ok
f5d1783	all4_spectral_shape_cosine_120steps	rrw	4	2	120	0.06	0.0003	2326.197021484375	-2332.6347731341116	[0.0, 4.887193790636957e-05, -5.045672151027247e-05, -3.0680103302001953]	22.678935948002618	ok
f5d1783	all4_spectral_shape_cosine_120steps	cbei	4	2	120	0.06	0.0003	1884.6781005859375	-1891.1158522356739	[0.0, -0.2655406594276428, 0.002738868584856391, -0.5122670531272888]	28.03995634597959	ok
f5d1783	all4_spectral_shape_cosine_120steps	cbei	4	2	120	0.06	0.0003	1889.99609375	-1896.4338453997364	[0.0, -0.18678121268749237, 0.002842440502718091, -0.4759550094604492]	28.140198548033368	ok
f5d1783	all4_spectral_shape_cosine_120steps	ALL	0	2	0	0.0	0.0	1164.9747037887573	-inf	[]	0.0	ok
f5d1783	all4_minimal_params_warmup_150steps	liley	2	2	150	0.1	0.0005	32.287025451660156	-35.505901276528355	[11.37816047668457, 1.150130271911621]	33.51155370200286	ok
f5d1783	all4_minimal_params_warmup_150steps	liley	2	2	150	0.1	0.0005	32.29008102416992	-35.50895684903812	[11.378259658813477, 1.1499298810958862]	33.47948852198897	ok
f5d1783	all4_minimal_params_warmup_150steps	cmc	2	2	150	0.1	0.0005	16.120868682861328	-19.339744507729527	[-1.2164075374603271, -1.216133713722229]	24.206128693011124	ok
f5d1783	all4_minimal_params_warmup_150steps	cmc	2	2	150	0.1	0.0005	16.169483184814453	-19.388359009682652	[-1.2057099342346191, -1.2056220769882202]	24.261261178005952	ok
f5d1783	all4_minimal_params_warmup_150steps	rrw	2	2	150	0.1	0.0005	2263.72021484375	-2266.939090668618	[0.0, -0.000887671485543251]	21.486682085960638	ok
f5d1783	all4_minimal_params_warmup_150steps	rrw	2	2	150	0.1	0.0005	2286.625244140625	-2289.844119965493	[0.0, 0.0046998243778944016]	21.281899583991617	ok
f5d1783	all4_minimal_params_warmup_150steps	cbei	2	2	150	0.1	0.0005	1876.0966796875	-1879.3155555123683	[0.0, -0.15323930978775024]	28.554135165002663	ok
f5d1783	all4_minimal_params_warmup_150steps	cbei	2	2	150	0.1	0.0005	1878.8856201171875	-1882.1044959420558	[0.0, 0.03733128681778908]	28.564278405043297	ok
f5d1783	all4_minimal_params_warmup_150steps	ALL	0	2	0	0.0	0.0	1050.274402141571	-inf	[]	0.0	ok
f5d1783	all4_ei_balance_constant_100steps	liley	4	2	100	0.04	0.0001	546.2427368164062	-552.6804884661426	[0.2952646017074585, -5.853173206560314e-05, -0.0002319232007721439, 0.00021933946118224412]	23.976592207036447	ok
f5d1783	all4_ei_balance_constant_100steps	liley	4	2	100	0.04	0.0001	546.2755737304688	-552.7133253802051	[0.29527369141578674, -5.853763286722824e-05, -0.00023192285152617842, 0.00021933946118224412]	23.859411052020732	ok
f5d1783	all4_ei_balance_constant_100steps	cmc	4	2	100	0.04	0.0001	18.059717178344727	-24.49746882808113	[-1.2100976705551147, 0.00021683008526451886, 0.0004704532620962709, -1.2100152969360352]	20.49136681400705	ok
f5d1783	all4_ei_balance_constant_100steps	cmc	4	2	100	0.04	0.0001	18.06159019470215	-24.49934184443855	[-1.2100569009780884, 0.00021683012892026454, 0.00047402578638866544, -1.2099729776382446]	20.450994524988346	ok
f5d1783	all4_ei_balance_constant_100steps	rrw	4	2	100	0.04	0.0001	2465.365478515625	-2471.8032301653616	[0.0, 0.0002167373604606837, -0.0003884577308781445, -9.407696779817343e-06]	18.75126942800125	ok
f5d1783	all4_ei_balance_constant_100steps	rrw	4	2	100	0.04	0.0001	2606.57861328125	-2613.0163649309866	[0.0, -0.00022053727298043668, 0.0007016783929429948, -5.251800757832825e-05]	18.76382058300078	ok
f5d1783	all4_ei_balance_constant_100steps	cbei	4	2	100	0.04	0.0001	1868.5047607421875	-1874.9425123919239	[0.0, 0.02379629760980606, -1.3235410451889038, -2.7500104904174805]	22.468489616992883	ok
f5d1783	all4_ei_balance_constant_100steps	cbei	4	2	100	0.04	0.0001	1869.224609375	-1875.6623610247364	[0.0, 0.028901539742946625, -1.4031105041503906, -2.75264048576355]	22.435279939032625	ok
f5d1783	all4_ei_balance_constant_100steps	ALL	0	2	0	0.0	0.0	1242.289134979248	-inf	[]	0.0	ok
f5d1783	all4_timeconstants_cosine_lownoise_90steps	liley	4	2	90	0.05	0.0001	76.65941619873047	-83.09716784846687	[0.7007938027381897, -2.1987175941467285, -2.2749991416931152, 5.441484972834587e-05]	28.52624403499067	ok
f5d1783	all4_timeconstants_cosine_lownoise_90steps	liley	4	2	90	0.05	0.0001	76.68013763427734	-83.11788928401374	[0.7007970213890076, -2.1987361907958984, -2.2749991416931152, 5.442191468318924e-05]	28.534185602969956	ok
f5d1783	all4_timeconstants_cosine_lownoise_90steps	cmc	4	2	90	0.05	0.0001	18.92027473449707	-25.358026384233472	[-1.3123486042022705, -0.00014411089068744332, -1.333957552909851, -0.0001469424314564094]	23.07344278501114	ok
f5d1783	all4_timeconstants_cosine_lownoise_90steps	cmc	4	2	90	0.05	0.0001	18.92168426513672	-25.35943591487312	[-1.3123383522033691, -0.00014409516006708145, -1.3339462280273438, -0.00014694902347400784]	23.109509456029627	ok
f5d1783	all4_timeconstants_cosine_lownoise_90steps	rrw	4	2	90	0.05	0.0001	2300.0224609375	-2306.4602125872366	[-0.00010241375275654718, -9.4036222435534e-05, 2.2749991416931152, 6.554502760991454e-05]	25.629496444016695	ok
f5d1783	all4_timeconstants_cosine_lownoise_90steps	rrw	4	2	90	0.05	0.0001	2473.136962890625	-2479.5747145403616	[-0.0001528716238681227, -0.0001621441333554685, -2.273953914642334, 0.00012049906217725947]	25.69779867399484	ok
f5d1783	all4_timeconstants_cosine_lownoise_90steps	cbei	4	2	90	0.05	0.0001	1897.923095703125	-1904.3608473528614	[-0.5040031671524048, 0.06786679476499557, 0.1917567402124405, -0.14078247547149658]	28.15433709998615	ok
f5d1783	all4_timeconstants_cosine_lownoise_90steps	cbei	4	2	90	0.05	0.0001	1900.1588134765625	-1906.5965651262989	[-0.4900510907173157, 0.10139232873916626, 0.17984344065189362, -0.12281534820795059]	27.944837090966757	ok
f5d1783	all4_timeconstants_cosine_lownoise_90steps	ALL	0	2	0	0.0	0.0	1095.3028557300568	-inf	[]	0.0	ok
f5d1783	minimal_2param_stable	liley	2	2	300	0.02	0.001	542.2366943359375	-545.4555701608057	[0.6340239644050598, -2.153013883798849e-05]	52.83480025798781	ok
f5d1783	minimal_2param_stable	liley	2	2	300	0.02	0.001	542.3493041992188	-545.5681800240869	[0.6336422562599182, -2.1512983948923647e-05]	53.146146334009245	ok
f5d1783	minimal_2param_stable	cmc	2	2	300	0.02	0.001	17.224050521850586	-20.442926346718785	[-1.2141783237457275, -1.2141228914260864]	41.77348496502964	ok
f5d1783	minimal_2param_stable	cmc	2	2	300	0.02	0.001	17.227298736572266	-20.446174561440465	[-1.2142235040664673, -1.2141690254211426]	41.785396606021095	ok
f5d1783	minimal_2param_stable	rrw	2	2	300	0.02	0.001	2081.099853515625	-2084.318729340493	[0.0, 1.6661058452882571e-06]	37.1735855829902	ok
f5d1783	minimal_2param_stable	rrw	2	2	300	0.02	0.001	2088.5888671875	-2091.807743012368	[0.0, -1.151188826042926e-06]	37.12406744703185	ok
f5d1783	minimal_2param_stable	cbei	2	2	300	0.02	0.001	1792.3363037109375	-1795.5551795358058	[0.0, -0.04784997180104256]	49.83425318298396	ok
f5d1783	minimal_2param_stable	cbei	2	2	300	0.02	0.001	1793.1298828125	-1796.3487586373683	[0.0, 0.04773307219147682]	49.98460464796517	ok
f5d1783	alpha_peak_targeted	liley	3	2	250	0.04	0.0005	19.723173141479492	-24.551486878781795	[0.9335878491401672, -0.5760136246681213, 4.341366291046143]	57.00003459001891	ok
f5d1783	alpha_peak_targeted	liley	3	2	250	0.04	0.0005	19.727462768554688	-24.55577650585699	[0.9335182905197144, -0.576038122177124, 4.341485977172852]	56.760810559033416	ok
f5d1783	alpha_peak_targeted	cmc	3	2	250	0.04	0.0005	17.627023696899414	-22.455337434201716	[-0.7376642227172852, -0.0003600112395361066, -1.8493620157241821]	47.31649468903197	ok
f5d1783	alpha_peak_targeted	cmc	3	2	250	0.04	0.0005	17.63115882873535	-22.459472566037654	[-0.7375767230987549, 0.0010098714847117662, -1.849542498588562]	47.277507504972164	ok
f5d1783	alpha_peak_targeted	rrw	3	2	250	0.04	0.0005	2195.916748046875	-2200.7450617841773	[0.00032829062547534704, -0.0009007437038235366, 2.9427409172058105]	48.91160217899596	ok
f5d1783	alpha_peak_targeted	rrw	3	2	250	0.04	0.0005	2227.23095703125	-2232.0592707685523	[-0.00019344210159033537, 0.003030207473784685, -3.4575750827789307]	48.924571830022614	ok
f5d1783	alpha_peak_targeted	cbei	3	2	250	0.04	0.0005	637.527587890625	-642.3559016279273	[-4.434557914733887, -2.919959545135498, 5.415417194366455]	49.945194386004005	ok
f5d1783	alpha_peak_targeted	cbei	3	2	250	0.04	0.0005	29.15451431274414	-33.98282805004644	[-4.442943096160889, -2.7288286685943604, 5.267629146575928]	49.954073294997215	ok
f5d1783	ei_balance_broadband	liley	4	2	200	0.06	0.0003	18.050031661987305	-24.487783311723707	[-0.0003470733354333788, 4.320817765801621e-07, 5.109312057495117, -1.0489405894986703e-06]	36.48690408701077	ok
f5d1783	ei_balance_broadband	liley	4	2	200	0.06	0.0003	18.050439834594727	-24.48819148433113	[-0.00034698963281698525, 4.320190498674492e-07, 5.109387397766113, -1.0487774488865398e-06]	36.34696184901986	ok
f5d1783	ei_balance_broadband	cmc	4	2	200	0.06	0.0003	16.121906280517578	-22.55965793025398	[-1.2164214849472046, -7.564502766399528e-07, 0.00036587659269571304, -1.2163459062576294]	33.506579928973224	ok
f5d1783	ei_balance_broadband	cmc	4	2	200	0.06	0.0003	16.124282836914062	-22.562034486650465	[-1.2164349555969238, -7.563440362901019e-07, 0.0003676913620438427, -1.216355323791504]	33.43257680698298	ok
f5d1783	ei_balance_broadband	rrw	4	2	200	0.06	0.0003	2351.805908203125	-2358.2436598528616	[7.828251000319142e-06, -0.0004111724847462028, -6.596338266717794e-07, 8.420128096986446e-07]	31.20207041100366	ok
f5d1783	ei_balance_broadband	rrw	4	2	200	0.06	0.0003	2396.238525390625	-2402.6762770403616	[-7.737498890492134e-06, 0.0008511300547979772, 5.909457172492694e-07, 8.340351769220433e-07]	31.406392299046274	ok
f5d1783	ei_balance_broadband	cbei	4	2	200	0.06	0.0003	1897.822021484375	-1904.2597731341114	[0.17875519394874573, 0.00015496178821194917, -1.9848095178604126, -0.004212276544421911]	39.9088200260303	ok
f5d1783	ei_balance_broadband	cbei	4	2	200	0.06	0.0003	1898.41796875	-1904.8557203997364	[0.4464150667190552, 8.709947724128142e-05, -2.340195894241333, -0.0005981181748211384]	40.04443176701898	ok
f5d1783	high_lr_escape	liley	5	2	150	0.1	0.0001	16.13353157043457	-24.180721132605072	[0.0009687530109658837, -3.1896353902993724e-05, 6.382593710441142e-06, 0.4110700488090515, 4.899506568908691]	37.10429915203713	ok
f5d1783	high_lr_escape	liley	5	2	150	0.1	0.0001	16.134862899780273	-24.182052461950775	[0.000971319037489593, -3.1896975997369736e-05, 6.382213541655801e-06, 0.41105520725250244, 4.899547576904297]	37.03530883201165	ok
f5d1783	high_lr_escape	cmc	5	2	150	0.1	0.0001	1.0464411973953247	-9.093630759565826	[-0.41726380586624146, -0.4172607362270355, -2.526362004573457e-05, 4.282707214355469, -7.936787369544618e-06]	33.07402203499805	ok
f5d1783	high_lr_escape	cmc	5	2	150	0.1	0.0001	1.0884690284729004	-9.135658590643402	[-0.36985406279563904, -0.36982691287994385, -3.572131026885472e-05, 4.376842975616455, -8.023795089684427e-06]	53.85795286396751	ok
f5d1783	high_lr_escape	rrw	5	2	150	0.1	0.0001	2280.354736328125	-2288.4019258902954	[0.0, 0.0052636535838246346, -0.01086888462305069, 0.00025890476536005735, 3.8139288425445557]	59.913716910989024	ok
f5d1783	high_lr_escape	rrw	5	2	150	0.1	0.0001	2466.073974609375	-2474.1211641715454	[0.0, 7.568753062514588e-06, 3.5743407352129e-05, -2.2605145204579458e-05, -4.669095993041992]	53.69474375597201	ok
f5d1783	high_lr_escape	cbei	5	2	150	0.1	0.0001	nan	nan	[nan, nan, nan, nan, nan]	52.957450176996645	ok
f5d1783	high_lr_escape	cbei	5	2	150	0.1	0.0001	nan	nan	[nan, nan, nan, nan, nan]	52.13141515600728	ok
f5d1783	minimal_2param_stable	liley	2	2	150	0.02	0.001	542.2453002929688	-545.4641761178369	[0.6383277773857117, -1.6216557924053632e-05]	51.687837175966706	ok
f5d1783	minimal_2param_stable	liley	2	2	150	0.02	0.001	542.3477783203125	-545.5666541451807	[0.6379662156105042, -1.6199770470848307e-05]	55.41468170203734	ok
f5d1783	minimal_2param_stable	cmc	2	2	150	0.02	0.001	17.224761962890625	-20.443637787758824	[-1.2153382301330566, -1.2153325080871582]	43.01613599900156	ok
f5d1783	minimal_2param_stable	cmc	2	2	150	0.02	0.001	17.22833251953125	-20.44720834439945	[-1.215375304222107, -1.2153708934783936]	32.47596127301222	ok
f5d1783	minimal_2param_stable	rrw	2	2	150	0.02	0.001	2081.099853515625	-2084.318729340493	[0.0, -3.4767128909152234e-06]	33.266516108007636	ok
f5d1783	minimal_2param_stable	rrw	2	2	150	0.02	0.001	2088.5888671875	-2091.807743012368	[0.0, 3.849112545140088e-06]	40.29381329199532	ok
f5d1783	minimal_2param_stable	cbei	2	2	150	0.02	0.001	1792.3363037109375	-1795.5551795358058	[0.0, -0.04786134511232376]	42.67588396498468	ok
f5d1783	minimal_2param_stable	cbei	2	2	150	0.02	0.001	1793.1298828125	-1796.3487586373683	[0.0, 0.04774356633424759]	53.20062316401163	ok
f5d1783	alpha_peak_targeted	liley	3	2	150	0.04	0.0005	19.927486419677734	-24.755800156980037	[1.0170257091522217, -1.177553653717041, 4.294053077697754]	54.33056008501444	ok
f5d1783	alpha_peak_targeted	liley	3	2	150	0.04	0.0005	19.927291870117188	-24.75560560741949	[1.0169779062271118, -1.1776067018508911, 4.2941412925720215]	69.22129047597991	ok
f5d1783	alpha_peak_targeted	cmc	3	2	150	0.04	0.0005	17.836538314819336	-22.66485205212164	[-1.1270027160644531, 0.00022304983576759696, -1.5079044103622437]	49.392491541977506	ok
f5d1783	alpha_peak_targeted	cmc	3	2	150	0.04	0.0005	17.83889389038086	-22.66720762768316	[-1.1269069910049438, 0.0006894791731610894, -1.507942795753479]	58.096130859979894	ok
f5d1783	alpha_peak_targeted	rrw	3	2	150	0.04	0.0005	2195.9169921875	-2200.7453059248023	[-0.0028919270262122154, -0.002870801370590925, 2.947141647338867]	57.45917426003143	ok
f5d1783	alpha_peak_targeted	rrw	3	2	150	0.04	0.0005	2227.2333984375	-2232.0617121748023	[2.8680660761892796e-05, 0.003643117845058441, -3.405597686767578]	60.194059463974554	ok
f5d1783	alpha_peak_targeted	cbei	3	2	150	0.04	0.0005	2769.060546875	-2773.8888606123023	[-4.535464763641357, -2.956653594970703, 5.514842987060547]	61.427422092005145	ok
f5d1783	alpha_peak_targeted	cbei	3	2	150	0.04	0.0005	3173.92333984375	-3178.7516535810523	[-4.594277381896973, -2.9736714363098145, 5.555603504180908]	58.008655666024424	ok
f5d1783	ei_balance_broadband	liley	4	2	120	0.06	0.0003	22.995088577270508	-29.43284022700691	[-0.023573320358991623, -9.61433306656545e-06, 3.6300010681152344, 4.10922548326198e-05]	44.568754691048525	ok
f5d1783	ei_balance_broadband	liley	4	2	120	0.06	0.0003	22.996252059936523	-29.434003709672925	[-0.02357545495033264, -9.617052455723751e-06, 3.6300010681152344, 4.1109149606199935e-05]	29.970720169018023	ok
f5d1783	ei_balance_broadband	cmc	4	2	120	0.06	0.0003	16.121702194213867	-22.55945384395027	[-1.2166028022766113, -4.577506842906587e-05, -0.00069481908576563, -1.2165859937667847]	41.274186450988054	ok
f5d1783	ei_balance_broadband	cmc	4	2	120	0.06	0.0003	16.122739791870117	-22.56049144160652	[-1.2166115045547485, -4.577496292768046e-05, -0.0006940850871615112, -1.2165932655334473]	41.32393178297207	ok
f5d1783	ei_balance_broadband	rrw	4	2	120	0.06	0.0003	2351.805908203125	-2358.2436598528616	[-4.0029510273598135e-05, -0.0003586960374377668, 4.579210610700102e-07, -2.2625212295679376e-05]	28.630809528985992	ok
f5d1783	ei_balance_broadband	rrw	4	2	120	0.06	0.0003	2396.238525390625	-2402.6762770403616	[4.01711804443039e-05, 0.0007898411713540554, -3.3020835417119088e-06, -1.7996528185904026e-05]	39.036413976049516	ok
f5d1783	ei_balance_broadband	cbei	4	2	120	0.06	0.0003	1897.8211669921875	-1904.2589186419239	[0.17892667651176453, 8.23556401883252e-05, -1.9894130229949951, -0.004219638649374247]	48.83985439699609	ok
f5d1783	ei_balance_broadband	cbei	4	2	120	0.06	0.0003	1898.43212890625	-1904.8698805559864	[0.42507776618003845, 3.740222746273503e-05, -2.161705732345581, -0.0009677771013230085]	36.39633621397661	ok
f5d1783	targeted_param_exploration_best=ei_balance_broadband	ALL	0	2	0	0.0	0.0	1077.8166890144348	-inf	[]	0.0	ok
f5d1783	low_noise_precision	liley	4	2	400	0.01	5e-05	55.85442352294922	-62.29217517268562	[0.041206855326890945, -1.073742964763369e-06, 2.0049984455108643, 0.8168135285377502]	132.7701089490438	ok
f5d1783	cosine_excitatory_120steps_highLR	liley	4	2	120	0.1	0.0005	279.57177734375	-286.0095289934864	[7.104550838470459, -1.5724483091617003e-05, 6.671105802524835e-05, 0.6642517447471619]	30.98599553195527	ok
f5d1783	cosine_excitatory_120steps_highLR	liley	4	2	120	0.1	0.0005	279.62994384765625	-286.06769549739266	[7.104576587677002, -1.5731582607259043e-05, 6.671249866485596e-05, 0.6642645597457886]	30.848576105956454	ok
f5d1783	cosine_excitatory_120steps_highLR	cmc	4	2	120	0.1	0.0005	17.18748664855957	-23.625238298295972	[-1.0756964683532715, -1.0756169557571411, -0.37086600065231323, -7.588024891447276e-05]	26.41111784504028	ok
f5d1783	cosine_excitatory_120steps_highLR	cmc	4	2	120	0.1	0.0005	17.190101623535156	-23.62785327327156	[-1.0753766298294067, -1.0752968788146973, -0.37166446447372437, -7.587965956190601e-05]	26.56491397699574	ok
f5d1783	cosine_excitatory_120steps_highLR	rrw	4	2	120	0.1	0.0005	2196.988037109375	-2203.4257887591116	[0.0, 0.0003851619258057326, -0.0011732089333236217, 2.8881256580352783]	22.7666540479986	ok
f5d1783	cosine_excitatory_120steps_highLR	rrw	4	2	120	0.1	0.0005	2228.615234375	-2235.0529860247366	[0.0, 8.492283814121038e-05, -7.588537118863314e-05, -3.12459659576416]	22.674367671948858	ok
f5d1783	cosine_excitatory_120steps_highLR	cbei	4	2	120	0.1	0.0005	1861.9935302734375	-1868.4312819231739	[0.0, -0.2730717062950134, 0.0025438398588448763, -0.5161535739898682]	28.22220560500864	ok
f5d1783	cosine_excitatory_120steps_highLR	cbei	4	2	120	0.1	0.0005	1868.6829833984375	-1875.1207350481739	[0.0, -0.1403636634349823, 0.0025987778790295124, -0.45567893981933594]	28.23963609704515	ok
f5d1783	cosine_excitatory_120steps_highLR	ALL	0	2	0	0.0	0.0	1093.7323868274689	-inf	[]	0.0	ok
f5d1783	warmup_EI_balance_150steps	liley	5	2	150	0.06	0.0003	26.448841094970703	-34.496030657141205	[0.003373920451849699, 0.0003045351477339864, 0.003035095753148198, -0.0017911335453391075, 4.301540374755859]	35.30199613800505	ok
f5d1783	warmup_EI_balance_150steps	liley	5	2	150	0.06	0.0003	26.45124053955078	-34.49843010172128	[0.003374052932485938, 0.0003049722872674465, 0.0030304118990898132, -0.0017913691699504852, 4.301762104034424]	35.063685024972074	ok
f5d1783	warmup_EI_balance_150steps	cmc	5	2	150	0.06	0.0003	17.23019027709961	-25.27737983927011	[-1.2139350175857544, -1.213742971420288, -0.0009968130616471171, 5.621789023280144e-05, 0.0004049135313834995]	28.313465023995377	ok
f5d1783	warmup_EI_balance_150steps	cmc	5	2	150	0.06	0.0003	17.23059844970703	-25.277788011877533	[-1.2139350175857544, -1.2137421369552612, 0.0011681008618324995, 0.002667634282261133, 0.0004167892038822174]	28.294719634053763	ok
f5d1783	warmup_EI_balance_150steps	rrw	5	2	150	0.06	0.0003	2351.81298828125	-2359.8601778434204	[0.0, 0.0017234105616807938, -0.00015870819333940744, -0.0006458140560425818, 0.007201055064797401]	25.21933675999753	ok
f5d1783	warmup_EI_balance_150steps	rrw	5	2	150	0.06	0.0003	2396.2802734375	-2404.3274629996704	[0.0, -0.0031245024874806404, 0.0041308715008199215, -0.0008727175300009549, 8.607000199845061e-05]	25.23273538099602	ok
f5d1783	warmup_EI_balance_150steps	cbei	5	2	150	0.06	0.0003	1854.2791748046875	-1862.326364366858	[0.0, 0.02974068745970726, 0.0015899232821539044, -1.542653203010559, -3.0125226974487305]	31.71598591399379	ok
f5d1783	warmup_EI_balance_150steps	cbei	5	2	150	0.06	0.0003	1855.50830078125	-1863.5554903434204	[0.0, 0.05085991695523262, 0.0001744931796565652, -1.7888306379318237, -3.012882709503174]	31.630455826001707	ok
f5d1783	warmup_EI_balance_150steps	ALL	0	2	0	0.0	0.0	1068.155200958252	-inf	[]	0.0	ok
f5d1783	constant_minimal_2params_200steps	liley	2	2	200	0.04	0.0001	546.2822265625	-549.5011023873682	[0.09403110295534134, -6.246611519600265e-06]	38.58675126300659	ok
f5d1783	constant_minimal_2params_200steps	liley	2	2	200	0.04	0.0001	546.3089599609375	-549.5278357858057	[0.0940331295132637, -6.24659878667444e-06]	38.39658513601171	ok
f5d1783	constant_minimal_2params_200steps	cmc	2	2	200	0.04	0.0001	21.61728858947754	-24.83616441434574	[-1.2051427364349365, -1.2049071788787842]	30.037195843004156	ok
f5d1783	constant_minimal_2params_200steps	cmc	2	2	200	0.04	0.0001	21.620466232299805	-24.839342057168004	[-1.20509934425354, -1.2048624753952026]	30.147687093995046	ok
f5d1783	constant_minimal_2params_200steps	rrw	2	2	200	0.04	0.0001	2465.365478515625	-2468.584354340493	[0.0, 1.3250089523353381e-06]	26.606858223036397	ok
f5d1783	constant_minimal_2params_200steps	rrw	2	2	200	0.04	0.0001	2606.57861328125	-2609.797489106118	[0.0, -2.1212294996075798e-06]	26.6971877089818	ok
f5d1783	constant_minimal_2params_200steps	cbei	2	2	200	0.04	0.0001	1912.970458984375	-1916.1893348092433	[0.0, -0.00435129227116704]	35.71751265699277	ok
f5d1783	constant_minimal_2params_200steps	cbei	2	2	200	0.04	0.0001	1914.32861328125	-1917.5474891061183	[0.0, -0.0017496782820671797]	35.8101445119828	ok
f5d1783	constant_minimal_2params_200steps	ALL	0	2	0	0.0	0.0	1254.3840131759644	-inf	[]	0.0	ok
f5d1783	cosine_timeconstants_100steps	liley	4	2	100	0.07	0.0004	54.371742248535156	-60.809493898271555	[0.647555410861969, -2.2276017665863037, -3.5350003242492676, 0.013626331463456154]	29.386412695981562	ok
f5d1783	cosine_timeconstants_100steps	liley	4	2	100	0.07	0.0004	54.38135528564453	-60.81910693538093	[0.6476098299026489, -2.2277612686157227, -3.5350003242492676, 0.013631189242005348]	29.275141518970486	ok
f5d1783	cosine_timeconstants_100steps	cmc	4	2	100	0.07	0.0004	18.54877281188965	-24.98652446162605	[-0.7845161557197571, 0.00026824677479453385, -0.9032326340675354, -0.9032549858093262]	25.057948491012212	ok
f5d1783	cosine_timeconstants_100steps	cmc	4	2	100	0.07	0.0004	18.5521297454834	-24.9898813952198	[-0.7843838334083557, 0.00026818408514373004, -0.9032821655273438, -0.9033043384552002]	25.03205026203068	ok
f5d1783	cosine_timeconstants_100steps	rrw	4	2	100	0.07	0.0004	2227.345947265625	-2233.7836989153616	[-0.0003051137609872967, -0.0003460788575466722, 2.9116687774658203, 0.0]	26.619266460009385	ok
f5d1783	cosine_timeconstants_100steps	rrw	4	2	100	0.07	0.0004	2278.194580078125	-2284.6323317278616	[0.000247331423452124, 0.00024778585066087544, -2.62149715423584, 0.0]	26.627750877989456	ok
f5d1783	cosine_timeconstants_100steps	cbei	4	2	100	0.07	0.0004	1874.4788818359375	-1880.9166334856739	[-0.5084893703460693, 0.05784828960895538, 0.1489212065935135, 0.0]	28.747870288032573	ok
f5d1783	cosine_timeconstants_100steps	cbei	4	2	100	0.07	0.0004	1880.572998046875	-1887.0107496966114	[-0.45423632860183716, 0.19381561875343323, 0.09976685047149658, 0.0]	28.625285779009573	ok
f5d1783	cosine_timeconstants_100steps	ALL	0	2	0	0.0	0.0	1050.8058009147644	-inf	[]	0.0	ok
f5d1783	all4_large_params_tight_prior_cosine_200steps	liley	6	2	200	0.08	0.0002	432.9258117675781	-442.5824392421827	[0.06882740557193756, 5.813026859868842e-07, 0.614845335483551, -2.171062469482422, -2.1106986878294265e-06, -1.3314083844306879e-06]	52.78521454305155	ok
f5d1783	all4_large_params_tight_prior_cosine_200steps	liley	6	2	200	0.08	0.0002	432.9571228027344	-442.61375027733897	[0.06882987916469574, 5.812371455249377e-07, 0.6148484349250793, -2.1710853576660156, -2.110386958520394e-06, -1.3313955378180253e-06]	53.06581991002895	ok
f5d1783	all4_large_params_tight_prior_cosine_200steps	cmc	6	2	200	0.08	0.0002	21.167287826538086	-30.823915301142687	[-1.001430630683899, -1.0012686252593994, 8.375698598683812e-06, -0.5369294285774231, 7.248574547702447e-06, -1.396661559738277e-06]	42.930623749038205	ok
f5d1783	all4_large_params_tight_prior_cosine_200steps	cmc	6	2	200	0.08	0.0002	21.169239044189453	-30.825866518794054	[-1.0014692544937134, -1.0013070106506348, 8.379564860661048e-06, -0.5368902683258057, 7.23801895219367e-06, -1.396657467012119e-06]	42.906046525982674	ok
f5d1783	all4_large_params_tight_prior_cosine_200steps	rrw	6	2	200	0.08	0.0002	2283.9970703125	-2293.6536977871046	[0.0, 8.088006870821118e-05, -0.0002492007042746991, -1.0718922567320988e-06, -3.0139071895973757e-05, 2.8083431720733643]	44.51497095497325	ok
f5d1783	all4_large_params_tight_prior_cosine_200steps	rrw	6	2	200	0.08	0.0002	2396.380859375	-2406.0374868496046	[0.0, 1.4502613794320496e-06, -5.094058224131004e-07, 7.275496045622276e-07, -8.98885446076747e-07, -2.000852584838867]	44.33919071400305	ok
f5d1783	all4_large_params_tight_prior_cosine_200steps	cbei	6	2	200	0.08	0.0002	959.53076171875	-969.1873891933546	[0.0, -0.16765397787094116, -3.8012135519238655e-06, 5.362207412719727, -1.7091012001037598, -2.744295120239258]	43.48133856797358	ok
f5d1783	all4_large_params_tight_prior_cosine_200steps	cbei	6	2	200	0.08	0.0002	nan	nan	[nan, nan, nan, nan, nan, nan]	43.35328862501774	ok
f5d1783	all4_large_params_tight_prior_cosine_200steps	ALL	0	2	0	0.0	0.0	nan	-inf	[]	0.0	ok
